school_code,AgeID,school_name,street,town_suburb,postcode,student_number,ICSEA_Value,level_of_schooling,selective_school,opportunity_class,school_specialty_type,school_subtype,preschool_ind,distance_education,intensive_english_centre,school_gender,phone,school_email,fax,late_opening_school,lga,electorate,fed_electorate,operational_directorate,principal_network,local_health_district,aecg_region,ASGS_remoteness,latitude,longitude
3304,9667,Ulong Public School,Hutchison St,Ulong ,2450,25,894,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6654 5242,ulong-p.school@det.nsw.edu.au,6654 5263,N,Coffs Harbour (C),Coffs Harbour,Cowper,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.243019,152.884857
3305,5318,Ultimo Public School,Quarry St,Ultimo ,2007,283,1047,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9660 2130,ultimo-p.school@det.nsw.edu.au,9692 8823,N,Sydney (C),Balmain,Sydney,Ultimo,Port Jackson,Sydney,Metropolitan East,Major Cities of Australia,-33.877674,151.195607
3308,5438,Unanderra Public School,Derribong Drive,Cordeaux Heights ,2526,413,997,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4272 8730,unanderra-p.school@det.nsw.edu.au,4272 8734,N,Wollongong (C),Wollongong,Cunningham,Dubbo & Wagga Wagga,Wollongong North,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.445456,150.834704
3310,8590,Undercliffe Public School,Bayview Ave,Earlwood ,2206,216,1077,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9558 3432,undercliff-p.school@det.nsw.edu.au,9559 5997,N,Canterbury (C),Canterbury,Barton,Ultimo,Marrickville,Sydney,Metropolitan East,Major Cities of Australia,-33.924086,151.138601
3311,10534,Ungarie Central School,Ungarie-Condobolin Road,Ungarie,2669,104,948,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,6975 9030,ungarie-c.school@det.nsw.edu.au,6975 9157,Y,Bland (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Griffith,Murrumbidgee,Western 1,Outer Regional Australia,-33.637104,146.977953
3314,6515,Urana Public School,62 William Street,Urana ,2645,19,942,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6920 8005,urana-c.school@det.nsw.edu.au,6920 8103,N,Urana (A),Albury,Farrer,Dubbo & Wagga Wagga,Deniliquin,Murrumbidgee,Riverina 1,Outer Regional Australia,-35.32746,146.267129
3316,9759,Urbenville Public School,Welch & Urben Sts,Urbenville ,2475,15,910,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6634 1333,urbenville-p.school@det.nsw.edu.au,6634 1393,N,Tenterfield (A),Lismore,New England,Tamworth & Coffs Harbour,Richmond Valley,Hunter New England,Upper North Coast,Outer Regional Australia,-28.47348,152.545565
3318,17496,Urunga Public School,Bowra St,Urunga ,2455,197,973,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6655 6393,urunga-p.school@det.nsw.edu.au,6655 5140,N,Bellingen (A),Oxley,Cowper,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.495206,153.020428
3321,9522,Vacy Public School,786 Gresford Rd,Vacy ,2421,104,975,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4938 8153,vacy-p.school@det.nsw.edu.au,4938 8207,N,Dungog (A),Upper Hunter,Lyne,Tamworth & Coffs Harbour,Maitland,Hunter New England,Hunter,Inner Regional Australia,-32.54218,151.577555
3325,5310,Vaucluse Public School,Cambridge Ave,Vaucluse ,2030,367,1152,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9337 2672,vaucluse-p.school@det.nsw.edu.au,9337 2163,N,Woollahra (A),Vaucluse,Wentworth,Ultimo,Port Jackson,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.850478,151.281166
3328,8152,Carramar Public School,The Horsley Drive,Carramar ,2163,249,923,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9724 1850,carramar-p.school@det.nsw.edu.au,9724 1660,N,Fairfield (C),Fairfield,Fowler,Ultimo,Fairfield,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.885512,150.969204
3329,10787,Vineyard Public School,4 Bandon Rd,Vineyard ,2765,25,922,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9627 1621,vineyard-p.school@det.nsw.edu.au,9838 1132,N,Blacktown (C),Riverstone,Greenway,Macquarie Park,Hawkesbury,Western Sydney,Metropolitan West,Major Cities of Australia,-33.647352,150.857935
3330,10492,Wagga Wagga Public School,Gurwood St,Wagga Wagga ,2650,410,1034,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6921 3398,waggawagga-p.school@det.nsw.edu.au,6921 8745,N,Wagga Wagga (C),Wagga Wagga,Riverina,Dubbo & Wagga Wagga,Wagga Wagga,Murrumbidgee,Riverina 1,Inner Regional Australia,-35.10783,147.365841
3332,10491,North Wagga Public School,Hampden Ave,Wagga Wagga,2650,269,1016,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6921 3533,northwagga-p.school@det.nsw.edu.au,6921 3459,N,Wagga Wagga (C),Wagga Wagga,Riverina,Dubbo & Wagga Wagga,Wagga Wagga,Murrumbidgee,Riverina 1,Inner Regional Australia,-35.096215,147.379513
3333,10493,South Wagga Public School,140 Edward St,Wagga Wagga,2650,315,1082,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6921 2947,sthwagga-p.school@det.nsw.edu.au,6921 8746,N,Wagga Wagga (C),Wagga Wagga,Riverina,Dubbo & Wagga Wagga,Wagga Wagga,Murrumbidgee,Riverina 1,Inner Regional Australia,-35.119291,147.36681
3334,7668,Waitara Public School,Edgeworth David Ave,Wahroonga ,2077,732,1159,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,N,N,N,Coed,9489 3105,waitara-p.school@det.nsw.edu.au,9489 7130,N,Hornsby (A),Ku-ring-gai,Bradfield,Macquarie Park,Hornsby,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.708119,151.111586
3336,10630,Wakool Burraboi Public School,49 Flinders St,Wakool,2710,11,898,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,03 5887 1126,wakool-p.school@det.nsw.edu.au,03 5887 1291,Y,Wakool (A),Murray,Farrer,Dubbo & Wagga Wagga,Deniliquin,Murrumbidgee,Riverina 2,Outer Regional Australia,-35.46632,144.393127
3338,10457,Walbundrie Public School,Culcairn Rd,Walbundrie ,2642,17,1014,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6029 9004,walbundrie-p.school@det.nsw.edu.au,6029 9002,N,Greater Hume Shire (A),Albury,Farrer,Dubbo & Wagga Wagga,Albury,Murrumbidgee,Riverina 1,Outer Regional Australia,-35.687427,146.726779
3340,6439,Walcha Central School,154E North St,Walcha ,2354,254,910,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,6777 2777,walcha-c.school@det.nsw.edu.au,6777 1009,N,Walcha (A),Tamworth,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England,North Western 2,Outer Regional Australia,-30.981805,151.604194
3342,11057,Walgett Community College - Primary School,Warrena St,Walgett ,2832,132,659,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,Y,N,N,Coed,6828 1077,walgett-p.school@det.nsw.edu.au,6828 1939,Y,Walgett (A),Barwon,Parkes,Dubbo & Wagga Wagga,Western Plains,Western NSW,North Western 1,Remote Australia,-30.020291,148.11566
3343,9366,Walhallow Public School,Mooki River,Caroona,2343,11,716,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6747 4717,walhallow-p.school@det.nsw.edu.au,6747 4800,N,Liverpool Plains (A),Upper Hunter,New England,Tamworth & Coffs Harbour,Wollemi,Hunter New England,North Western 2,Outer Regional Australia,-31.39507,150.426226
3345,9367,Wallabadah Public School,28 Martyn Street,Wallabadah,2343,25,916,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,02 67 465 512,wallabadah-p.school@det.nsw.edu.au,02 67 465 700,N,Liverpool Plains (A),Upper Hunter,New England,Tamworth & Coffs Harbour,Wollemi,Hunter New England,North Western 2,Outer Regional Australia,-31.541044,150.828256
3346,10721,Wallacia Public School,1573-1585 Mulgoa Rd,Wallacia,2745,84,998,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4773 8433,wallacia-p.school@det.nsw.edu.au,4773 9050,N,Penrith (C),Mulgoa,Hume,Ultimo,Macarthur,Nepean Blue Mountains,Metropolitan South West,Inner Regional Australia,-33.862695,150.641613
3352,10512,Walla Walla Public School,Commercial St,Walla Walla ,2659,43,984,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6029 2253,wallawalla-p.school@det.nsw.edu.au,6029 2162,N,Greater Hume Shire (A),Albury,Farrer,Dubbo & Wagga Wagga,Albury,Murrumbidgee,Riverina 1,Inner Regional Australia,-35.757961,146.900625
3353,10288,Wallendbeen Public School,King St,Wallendbeen ,2588,17,949,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6943 2568,wallendbee-p.school@det.nsw.edu.au,6943 2654,N,Cootamundra (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Cootamundra,Murrumbidgee,Riverina 1,Inner Regional Australia,-34.52524,148.159228
3354,11068,Wallerawang Public School,Barton Ave,Wallerawang ,2845,291,937,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6355 1210,wallerawan-p.school@det.nsw.edu.au,6355 7003,N,Lithgow (C),Bathurst,Calare,Dubbo & Wagga Wagga,Bathurst,Nepean Blue Mountains,Western 1,Inner Regional Australia,-33.41768,150.069793
3357,9030,Wallsend Public School,26 Martindale Street,Wallsend,2287,261,906,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4955 9415,wallsend-p.school@det.nsw.edu.au,4955 8298,N,Newcastle (C),Wallsend,Newcastle,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England,Hunter,Major Cities of Australia,-32.908099,151.671582
3358,9017,West Wallsend Public School,Brown St,West Wallsend ,2286,217,926,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4953 2930,westwalls-p.school@det.nsw.edu.au,4953 3131,N,Lake Macquarie (C),Cessnock,Hunter,Tamworth & Coffs Harbour,Lake Macquarie West,Hunter New England,Hunter,Major Cities of Australia,-32.904606,151.580707
3364,10617,Wamoon Public School,Oxley Road,Wamoon,2705,31,813,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6955 9492,wamoon-p.school@det.nsw.edu.au,6955 9506,N,Leeton (A),Murray,Farrer,Dubbo & Wagga Wagga,Griffith,Murrumbidgee,Riverina 1,Outer Regional Australia,-34.526015,146.330876
3365,11064,Wanaaring Public School,Bourke-Milparinka Rd,Wanaaring ,2840,10,728,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6874 7769,wanaaring-p.school@det.nsw.edu.au,6874 7713,Y,Bourke (A),Barwon,Parkes,Dubbo & Wagga Wagga,Western Plains,Western NSW,Western 3,Very Remote Australia,-29.705267,144.145456
3373,8738,Wangi Wangi Public School,Dobell Drive,Wangi Wangi ,2267,97,956,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4975 1312,wangiwangi-p.school@det.nsw.edu.au,4975 4238,N,Lake Macquarie (C),Lake Macquarie,Hunter,Tamworth & Coffs Harbour,Lake Macquarie West,Hunter New England,Hunter ,Major Cities of Australia,-33.072298,151.582994
3377,4644,Waratah Public School,Lambton Rd,Waratah,2298,334,956,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,Y,N,N,Coed,4960 1836,waratah-p.school@det.nsw.edu.au,4968 1986,N,Newcastle (C),Wallsend,Newcastle,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England,Hunter,Major Cities of Australia,-32.905046,151.722576
3378,9769,Wardell Public School,20 Richmond St,Wardell ,2477,38,916,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6683 4196,wardell-p.school@det.nsw.edu.au,6683 4563,N,Ballina (A),Ballina,Page,Tamworth & Coffs Harbour,Richmond Valley,Northern NSW,Upper North Coast,Inner Regional Australia,-28.950252,153.468779
3382,9505,Warialda Public School,Hope St,Warialda ,2402,165,942,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6729 1131,warialda-p.school@det.nsw.edu.au,6729 1190,Y,Gwydir (A),Northern Tablelands,Parkes,Tamworth & Coffs Harbour,Barwon,Hunter New England,North Western 1,Outer Regional Australia,-29.541831,150.573638
3384,8962,Warners Bay Public School,88 Mills Street,Warners Bay,2282,441,1031,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4948 8129,warnersbay-p.school@det.nsw.edu.au,4947 1427,N,Lake Macquarie (C),Charlestown,Shortland,Tamworth & Coffs Harbour,Lake Macquarie East,Hunter New England,Hunter,Major Cities of Australia,-32.979971,151.648614
3390,5900,Warrawee Public School,1486 Pacific Highway,Turramurra,2074,585,1165,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9144 2637,warrawee-p.school@det.nsw.edu.au,9983 9340,N,Ku-ring-gai (A),Ku-ring-gai,Bradfield,Macquarie Park,Hornsby,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.729484,151.121236
3392,6460,Warren Central School,Chester St,Warren ,2824,210,807,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,6847 4438,warren-c.school@det.nsw.edu.au,6847 4419,Y,Warren (A),Barwon,Parkes,Dubbo & Wagga Wagga,Western Plains,Western NSW,Western 2,Outer Regional Australia,-31.705114,147.836503
3396,8668,Waterfall Public School,McKell Ave,Waterfall ,2233,46,1000,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9520 9638,waterfall-p.school@det.nsw.edu.au,9548 1238,N,Sutherland Shire (A),Heathcote,Hughes,Ultimo,Woronora River,South Eastern Sydney,Metropolitan East,Inner Regional Australia,-34.137598,150.995977
3402,10991,Wattle Flat Public School,Mudgee-Bathurst Rd,Wattle Flat ,2795,28,912,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6337 7088,wattleflat-p.school@det.nsw.edu.au,6337 7037,N,Bathurst Regional (A),Bathurst,Calare,Dubbo & Wagga Wagga,Bathurst,Western NSW,Western 1,Inner Regional Australia,-33.141545,149.692677
3404,9647,Wauchope Public School,Waugh St,Wauchope ,2446,693,928,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6585 2277,wauchope-p.school@det.nsw.edu.au,6585 2449,N,Port Macquarie-Hastings (A),Oxley,Lyne,Tamworth & Coffs Harbour,Hastings,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.455935,152.729534
3412,10278,Wee Jasper Public School,6443 Wee Jasper Rd,Wee Jasper ,2582,9,917,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6227 9652,weejasper-p.school@det.nsw.edu.au,6227 9617,N,Yass Valley (A),Goulburn,Eden-Monaro,Dubbo & Wagga Wagga,Southern Tablelands,Southern NSW,Upper South Coast,Inner Regional Australia,-35.108785,148.673792
3415,10535,Weethalle Public School,Wattle St,Weethalle ,2669,23,953,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6975 6154,weethalle-p.school@det.nsw.edu.au,6975 6202,Y,Bland (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Griffith,Murrumbidgee,Western 1,Outer Regional Australia,-33.880024,146.619256
3416,6412,Wee Waa Public School,Cowper St,Wee Waa ,2388,127,793,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6795 4284,weewaa-p.school@det.nsw.edu.au,6795 3098,Y,Narrabri (A),Barwon,Parkes,Tamworth & Coffs Harbour,Tamworth,Hunter New England,North Western 1,Outer Regional Australia,-30.223621,149.442587
3420,11031,Wellington Public School,Percy St,Wellington ,2820,467,835,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,Y,N,N,Coed,6845 4080,wellington-p.school@det.nsw.edu.au,6845 2843,N,Wellington (A),Dubbo,Calare,Dubbo & Wagga Wagga,Macquarie,Western NSW,Western 1,Outer Regional Australia,-32.556883,148.943374
3421,10474,Wentworth Public School,93-107 Darling Street,Wentworth,2648,144,853,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,03 5027 3146,wentworth-p.school@det.nsw.edu.au,03 5027 3778,Y,Wentworth (A),Murray,Farrer,Dubbo & Wagga Wagga,Far West,Far West,Riverina 3,Outer Regional Australia,-34.103249,141.918751
3422,10869,Wentworth Falls Public School,Falls Rd,Wentworth Falls ,2782,373,1067,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,N,N,N,Coed,4757 1604,wentwthfal-p.school@det.nsw.edu.au,4757 3927,N,Blue Mountains (C),Blue Mountains,Macquarie,Macquarie Park,Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.714112,150.373525
3423,7813,Wentworthville Public School,70-100 Fullagar Road,Wentworthville,2145,498,1059,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9631 8529,wentwthvil-p.school@det.nsw.edu.au,9896 3079,N,Holroyd (C),Granville,Parramatta,Macquarie Park,Holroyd,Western Sydney,Metropolitan West,Major Cities of Australia,-33.814004,150.968613
3425,9360,Werris Creek Public School,68 Dewhurst Street,Werris Creek,2341,99,871,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6768 7065,werriscrk-p.school@det.nsw.edu.au,6768 7732,N,Liverpool Plains (A),Tamworth,New England,Tamworth & Coffs Harbour,Wollemi,Hunter New England,North Western 2,Inner Regional Australia,-31.348938,150.651466
3428,9358,Westdale Public School,Gunnedah Rd,Westdale ,2340,508,881,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6760 7219,westdale-p.school@det.nsw.edu.au,6760 7469,N,Tamworth Regional (A),Tamworth,New England,Tamworth & Coffs Harbour,Tamworth,Hunter New England,North Western 2,Inner Regional Australia,-31.093714,150.873927
3431,9301,Weston Public School,20 Sixth Street,Weston,2326,186,875,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4937 1318,weston-p.school@det.nsw.edu.au,4936 1210,N,Cessnock (C),Cessnock,Paterson,Tamworth & Coffs Harbour,Hunter,Hunter New England,Hunter,Major Cities of Australia,-32.809043,151.461023
3435,11060,White Cliffs Public School,Johnstone St,White Cliffs ,2836,12,989,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,08 8091 6601,whitecliff-p.school@det.nsw.edu.au,08 8091 6773,Y,Central Darling (A),Barwon,Parkes,Dubbo & Wagga Wagga,Far West,Far West,Western 3,Very Remote Australia,-30.850852,143.090278
3438,10618,Whitton-Murrami Public School,Melbergen St,Whitton ,2705,40,917,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6955 2631,whitton-p.school@det.nsw.edu.au,6955 2806,N,Leeton (A),Murray,Farrer,Dubbo & Wagga Wagga,Griffith,Murrumbidgee,Riverina 1,Outer Regional Australia,-34.518934,146.181248
3439,9758,Wiangaree Public School,Kunghur Street,Wiangaree,2474,23,969,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6636 2163,wiangaree-p.school@det.nsw.edu.au,6636 2129,N,Kyogle (A),Lismore,Page,Tamworth & Coffs Harbour,Richmond Valley,Northern NSW,Upper North Coast,Inner Regional Australia,-28.511356,152.965535
3441,10751,Wilberforce Public School,Macquarie Rd,Wilberforce ,2756,322,998,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4575 1424,wilberforc-p.school@det.nsw.edu.au,4575 1096,N,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.558704,150.839763
3442,6486,Wilcannia Central School,Barrier Hwy,Wilcannia ,2836,72,617,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,Y,N,N,Coed,08 8091 5801,wilcannia-c.school@det.nsw.edu.au,08 8091 5026,Y,Central Darling (A),Barwon,Parkes,Dubbo & Wagga Wagga,Far West,Far West,Western 3,Very Remote Australia,-31.558478,143.37591
3445,9629,Willawarrin Public School,85-91 Main Street,Willawarrin,2440,47,832,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,02 6567 1231,willawarri-p.school@det.nsw.edu.au,6567 1489,N,Kempsey (A),Oxley,Cowper,Tamworth & Coffs Harbour,Mid North Coast,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.925714,152.625518
3449,7623,Willoughby Public School,30-34 Oakville Road,Willoughby,2068,1091,1152,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9958 1355,willoughby-p.school@det.nsw.edu.au,9967 2381,N,Willoughby (C),Willoughby,North Sydney,Macquarie Park,North Sydney,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.802197,151.200123
3451,9343,Willow Tree Public School,2-4 Merriwa Road,Willow Tree,2339,35,959,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6747 1371,willowtree-p.school@det.nsw.edu.au,6747 1210,N,Liverpool Plains (A),Upper Hunter,New England,Tamworth & Coffs Harbour,Wollemi,Hunter New England,North Western 2,Outer Regional Australia,-31.656802,150.729034
3453,8587,Athelstane Public School,Athelstane Ave,Arncliffe ,2205,324,949,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9567 3550,athelstane-p.school@det.nsw.edu.au,9556 1742,N,Rockdale (C),Rockdale,Barton,Ultimo,Georges River,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.937445,151.138362
3454,9907,Wilsons Creek Public School,Wilsons Creek Rd,Mullumbimby ,2482,57,962,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6684 0132,wilsonscrk-p.school@det.nsw.edu.au,6684 0040,N,Byron (A),Ballina,Richmond,Tamworth & Coffs Harbour,Lismore,Northern NSW,Upper North Coast,Inner Regional Australia,-28.570833,153.426178
3457,10269,Windellama Public School,Goulburn-Windellama Rd,Goulburn,2580,20,984,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4844 5130,windellama-p.school@det.nsw.edu.au,4844 5265,N,Goulburn Mulwaree (A),Goulburn,Hume,Dubbo & Wagga Wagga,Queanbeyan,Southern NSW,Upper South Coast,Outer Regional Australia,-35.009988,149.833521
3459,10755,Windsor Public School,Dight St,Windsor ,2756,167,944,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4577 3168,windsor-p.school@det.nsw.edu.au,4577 2000,N,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.610366,150.816413
3461,10270,Wingello Public School,Murrimba Rd,Wingello ,2579,31,948,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4884 4317,wingello-p.school@det.nsw.edu.au,4884 4499,N,Wingecarribee (A),Goulburn,Hume,Ultimo,Wollondilly,South Western Sydney,Upper South Coast,Inner Regional Australia,-34.688162,150.153487
3470,8698,Wisemans Ferry Public School,Old Northern Rd,Wisemans Ferry ,2775,48,985,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4566 4345,wisemansfe-p.school@det.nsw.edu.au,4566 4495,N,The Hills Shire (A),Hawkesbury,Berowra,Macquarie Park,Hawkesbury,Western Sydney,Metropolitan West,Inner Regional Australia,-33.385958,150.984133
3473,11083,Wollar Public School,Barigan St,Wollar ,2850,8,863,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6373 4265,wollar-p.school@det.nsw.edu.au,6373 4275,N,Mid-Western Regional (A),Upper Hunter,Calare,Dubbo & Wagga Wagga,Macquarie,Western NSW,North Western 1,Outer Regional Australia,-32.356524,149.948851
3475,9852,Wollongbar Public School,Simpson Ave,Wollongbar ,2477,290,1016,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6628 1302,wollongbar-p.school@det.nsw.edu.au,6628 1976,N,Ballina (A),Ballina,Page,Tamworth & Coffs Harbour,Richmond Valley,Northern NSW,Upper North Coast,Inner Regional Australia,-28.82699,153.420113
3477,9949,Wollongong West Public School,Crown St West,Wollongong ,2500,238,987,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4229 2096,wollongwst-p.school@det.nsw.edu.au,4226 5057,N,Wollongong (C),Wollongong,Cunningham,Dubbo & Wagga Wagga,Wollongong North,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.424597,150.871509
3479,10191,Wolumla Public School,6-8 Bega Street,Wolumla,2550,55,947,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6494 9226,wolumla-p.school@det.nsw.edu.au,6494 9364,N,Bega Valley (A),Bega,Eden-Monaro,Dubbo & Wagga Wagga,Far South Coast,Southern NSW,Lower South Coast,Outer Regional Australia,-36.832664,149.811656
3482,10287,Wombat Public School,Rose St,Wombat ,2587,27,893,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6384 3290,wombat-p.school@det.nsw.edu.au,6384 3214,N,Harden (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Cootamundra,Murrumbidgee,Riverina 1,Inner Regional Australia,-34.426627,148.245202
3487,11056,Wongarbon Public School,Railway Street,Wongarbon,2831,64,929,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6887 8242,wongarbon-p.school@det.nsw.edu.au,6887 8435,N,Dubbo (C),Dubbo,Parkes,Dubbo & Wagga Wagga,Macquarie,Western NSW,Western 1,Outer Regional Australia,-32.333558,148.759119
3490,9748,Woodburn Public School,Woodburn St,Woodburn ,2472,125,952,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6682 2502,woodburn-p.school@det.nsw.edu.au,6682 2513,N,Richmond Valley (A),Clarence,Page,Tamworth & Coffs Harbour,Lismore,Northern NSW,Upper North Coast,Inner Regional Australia,-29.07539,153.339292
3491,6446,Woodenbong Central School,Unumgar St,Woodenbong ,2476,170,882,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,6635 1281,woodenbong-c.school@det.nsw.edu.au,6635 1488,N,Kyogle (A),Lismore,Page,Tamworth & Coffs Harbour,Richmond Valley,Northern NSW,Upper North Coast,Outer Regional Australia,-28.389728,152.610148
3499,10969,Woodstock Public School,Parkes St,Woodstock ,2793,20,756,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6345 0217,woodstock-p.school@det.nsw.edu.au,6345 0212,N,Cowra (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Orange,Western NSW,Western 1,Outer Regional Australia,-33.74594,148.849046
